hash    	name                                                        	batch                         	cracked   	status   	pr
249c5111	VfxPropertyVector4Driver                                    	vfx-driver-graph              	2026-07-28	pending  	-
3fccf1e3	VfxRenderParamVector4Driver                                 	vfx-driver-graph              	2026-07-28	pending  	-
9789a09a	VfxRibbonDefinitionData                                     	vfx-driver-graph              	2026-07-28	pending  	-
c8d6a694	VfxScaleVector2Driver                                       	vfx-driver-graph              	2026-07-28	pending  	-
6302c267	VfxScaleVector3Driver                                       	vfx-driver-graph              	2026-07-28	pending  	-
eeadd18f	VfxShimmerFacingMode                                        	vfx-driver-graph              	2026-07-28	pending  	-
7f3cb96d	VfxShimmerMeshBeamDefinitionData                            	vfx-driver-graph              	2026-07-28	pending  	-
32d4052e	VfxShimmerPrimitiveAttachedMesh                             	vfx-driver-graph              	2026-07-28	pending  	-
adec1272	VfxShimmerPrimitiveBase                                     	vfx-driver-graph              	2026-07-28	pending  	-
710b2bc2	VfxShimmerPrimitiveMesh                                     	vfx-driver-graph              	2026-07-28	pending  	-
fd1cc89f	VfxShimmerPrimitiveMeshBase                                 	vfx-driver-graph              	2026-07-28	pending  	-
dba754d5	VfxShimmerPrimitiveMeshBeam                                 	vfx-driver-graph              	2026-07-28	pending  	-
576d0010	VfxShimmerPrimitiveQuad                                     	vfx-driver-graph              	2026-07-28	pending  	-
194508a4	VfxVector2ConstantDriver                                    	vfx-driver-graph              	2026-07-28	pending  	-
373272a6	VfxVector2DynamicProperty                                   	vfx-driver-graph              	2026-07-28	pending  	-
e3366d39	VfxVector2EasingDriver                                      	vfx-driver-graph              	2026-07-28	pending  	-
f7d1b1a5	VfxVector2LerpDriver                                        	vfx-driver-graph              	2026-07-28	pending  	-
55d35477	VfxVector3ConstantDriver                                    	vfx-driver-graph              	2026-07-28	pending  	-
67104c43	VfxVector3DynamicProperty                                   	vfx-driver-graph              	2026-07-28	pending  	-
6ee0055e	VfxVector3EasingDriver                                      	vfx-driver-graph              	2026-07-28	pending  	-
2045330e	VfxVector3LerpDriver                                        	vfx-driver-graph              	2026-07-28	pending  	-
0a953e0b	VfxVector3LogicDriver                                       	vfx-driver-graph              	2026-07-28	pending  	-
d2221304	VfxVector4DynamicProperty                                   	vfx-driver-graph              	2026-07-28	pending  	-
3f0a551f	VfxVector4EasingDriver                                      	vfx-driver-graph              	2026-07-28	pending  	-
3bfdd393	VfxVector4LerpDriver                                        	vfx-driver-graph              	2026-07-28	pending  	-
20cda9b0	VfxVector4LogicDriver                                       	vfx-driver-graph              	2026-07-28	pending  	-
cd481b33	VfxVector4PropertyDriver                                    	vfx-driver-graph              	2026-07-28	pending  	-
ff5060b7	GameplayTextureChannel                                      	gameplay-texture              	2026-07-29	pending  	-
8d65d994	GameplayTextureSampler                                      	gameplay-texture              	2026-07-29	pending  	-
d59587e0	MapGameplayTexture                                          	gameplay-texture              	2026-07-29	pending  	-
f15a89f3	LightRegionRenderData                                       	light-regions                 	2026-07-29	pending  	-
fadcd386	LightRegionTextureData                                      	light-regions-unproven        	2026-07-29	pending  	-
dd3213ec	PostEffectOptions                                           	light-regions-unproven        	2026-07-29	pending  	-
a8efd56d	MapAntiAliasing                                             	map-graphics-unproven         	2026-07-29	pending  	-
cdb1c8f6	MapChunkVisibility                                          	map-graphics-unproven         	2026-07-29	pending  	-
ce8f4190	MapSSAORenderer                                             	map-graphics-unproven         	2026-07-29	pending  	-
71ddfd3c	MapQualityLodComponent                                      	map-quality-lod               	2026-07-29	pending  	-
ae9e3c26	CurveFloat                                                  	meta-delta-16.14              	2026-07-29	pending  	-
311ef6d4	CurveScaledFloat                                            	meta-delta-16.14              	2026-07-29	pending  	-
408a4521	DynamicsChainProperties                                     	meta-delta-16.14              	2026-07-29	pending  	-
09188776	DynamicsChainRigPoseModifierData                            	meta-delta-16.14              	2026-07-29	pending  	-
339ecf91	DynamicsJointTreeData                                       	meta-delta-16.14              	2026-07-29	pending  	-
66cbd003	EndEventBlock                                               	meta-delta-16.14              	2026-07-29	pending  	-
e6147387	JointOrientationRigPoseModifierData                         	meta-delta-16.14              	2026-07-29	pending  	-
cd25febc	TooltipInstanceSpec                                         	meta-delta-16.14              	2026-07-29	pending  	-
4a3e3da9	VfxEmissionBox                                              	meta-delta-16.14              	2026-07-29	pending  	-
94ef68f9	VfxPhysicsAccelerationModifier                              	meta-delta-16.14              	2026-07-29	pending  	-
ed8cff9f	VfxPhysicsFollowTerrainModifier                             	meta-delta-16.14              	2026-07-29	pending  	-
d240e044	VfxPhysicsGroundCollisionModifier                           	meta-delta-16.14              	2026-07-29	pending  	-
d4c2cd54	VfxPhysicsWorldSpaceTranslationModifier                     	meta-delta-16.14              	2026-07-29	pending  	-
2761403d	PropertyTraits                                              	meta-delta-16.14-unproven     	2026-07-29	pending  	-
75895412	WardSkin                                                    	meta-delta-16.14-unproven     	2026-07-29	pending  	-
e75836d4	GameEntityTemplateLocatorPreview                            	propertyloadable-ui           	2026-07-29	submitted	https://github.com/CommunityDragon/Data/pull/36
de5dac9e	GameEntityTemplateProxyLink                                 	propertyloadable-ui           	2026-07-29	submitted	https://github.com/CommunityDragon/Data/pull/36
c7a79d2b	GameScreenContainerBase                                     	propertyloadable-ui           	2026-07-29	submitted	https://github.com/CommunityDragon/Data/pull/36
65c802be	IGameScreenNode                                             	propertyloadable-ui           	2026-07-29	submitted	https://github.com/CommunityDragon/Data/pull/36
7ec8e5ed	UiBehavior                                                  	propertyloadable-ui           	2026-07-29	submitted	https://github.com/CommunityDragon/Data/pull/36
174c7096	UiComponent                                                 	propertyloadable-ui           	2026-07-29	submitted	https://github.com/CommunityDragon/Data/pull/36
1717869f	MapSSAO                                                     	ssao-casing                   	2026-07-29	pending  	-
426acfe3	ChampionSpecConfig                                          	semantic-pass-family          	2026-08-04	pending  	-
9aa5b4bc	CharacterMeshEntityTemplate                                 	semantic-pass-family          	2026-08-04	pending  	-
ab78f6f4	ColorTableSet                                               	semantic-pass-family          	2026-08-04	pending  	-
df639629	ConditionalKeybind                                          	semantic-pass-family          	2026-08-04	pending  	-
5b4f4df6	DataObjectGet                                               	semantic-pass-family          	2026-08-04	pending  	-
30b558d6	DataObjectTableSet                                          	semantic-pass-family          	2026-08-04	pending  	-
158472db	EndFunctionBlock                                            	semantic-pass-family          	2026-08-04	pending  	-
851d2116	EntityTableSet                                              	semantic-pass-family          	2026-08-04	pending  	-
fa42cdaf	EnvironmentEntityTemplate                                   	semantic-pass-family          	2026-08-04	pending  	-
27d92a31	GameEntityBlock                                             	semantic-pass-family          	2026-08-04	pending  	-
3497f0cf	GameEntityComponent                                         	semantic-pass-family          	2026-08-04	pending  	-
67c6fe50	GearGeComponentDef                                          	semantic-pass-family          	2026-08-04	pending  	-
a4f28691	ILogicDriverSource                                          	semantic-pass-family          	2026-08-04	pending  	-
79292790	LoLEmoteKeybind                                             	semantic-pass-family          	2026-08-04	pending  	-
c8400f38	LoLKeybindSet                                               	semantic-pass-family          	2026-08-04	pending  	-
045d6060	LoLPingKeybind                                              	semantic-pass-family          	2026-08-04	pending  	-
8a533844	LocatorEntityTemplate                                       	semantic-pass-family          	2026-08-04	pending  	-
fcf30f98	MapActionGroupAnimation                                     	semantic-pass-family          	2026-08-04	pending  	-
d002d925	MeshEntityTemplate                                          	semantic-pass-family          	2026-08-04	pending  	-
d6f498e0	MonarchItemBuffs                                            	semantic-pass-family          	2026-08-04	pending  	-
2160fb5a	MonarchItemTooltipInstance                                  	semantic-pass-family          	2026-08-04	pending  	-
21814e41	NexusFinisherViewController                                 	semantic-pass-family          	2026-08-04	pending  	-
a91b85e3	OptionTemplateBase                                          	semantic-pass-family          	2026-08-04	pending  	-
0606b91a	SegmentTableSet                                             	semantic-pass-family          	2026-08-04	pending  	-
c3eea75e	TooltipConfig                                               	semantic-pass-family          	2026-08-04	pending  	-
377850f3	UiElementComponentInstance                                  	semantic-pass-family          	2026-08-04	pending  	-
622705af	UnitTableSet                                                	semantic-pass-family          	2026-08-04	pending  	-
01e6acb1	VfxLogicDriver                                              	semantic-pass-family          	2026-08-04	pending  	-
c03c9e4e	BaseParams                                                  	semantic-pass-structural      	2026-08-04	pending  	-
7a28c026	BoolConceptBase                                             	semantic-pass-structural      	2026-08-04	pending  	-
23b6d264	ChampionSpecComponentData                                   	semantic-pass-structural      	2026-08-04	pending  	-
7faa90a0	CharacterMeshDefinition                                     	semantic-pass-structural      	2026-08-04	pending  	-
50759990	EnvironmentEntityDef                                        	semantic-pass-structural      	2026-08-04	pending  	-
cbdd4dde	FloatConceptBase                                            	semantic-pass-structural      	2026-08-04	pending  	-
115c2d61	GameEntityDefinition                                        	semantic-pass-structural      	2026-08-04	pending  	-
a82b69c9	GameModeConstantTftItem                                     	semantic-pass-structural      	2026-08-04	pending  	-
258e4761	IInputUpdater                                               	semantic-pass-structural      	2026-08-04	pending  	-
9dec456b	IntConceptBase                                              	semantic-pass-structural      	2026-08-04	pending  	-
2461f3a9	LocatorEntityDef                                            	semantic-pass-structural      	2026-08-04	pending  	-
46d8b2a4	LolGameEntityDefinition                                     	semantic-pass-structural      	2026-08-04	pending  	-
84b9422f	MapPrefab                                                   	semantic-pass-structural      	2026-08-04	pending  	-
502b0c72	MapSSAOSettings                                             	semantic-pass-structural      	2026-08-04	pending  	-
fd66e00f	MonarchPropertyGetEntity                                    	semantic-pass-structural      	2026-08-04	pending  	-
03441c55	MonarchPropertyGetIcon                                      	semantic-pass-structural      	2026-08-04	pending  	-
9a0efa68	MonarchPropertyGetResource                                  	semantic-pass-structural      	2026-08-04	pending  	-
449b05d1	ProgressTrackList                                           	semantic-pass-structural      	2026-08-04	pending  	-
dea8da9f	RegionEntityBase                                            	semantic-pass-structural      	2026-08-04	pending  	-
9b62c977	StoreFilterItem                                             	semantic-pass-structural      	2026-08-04	pending  	-
21d40f1b	Taglist                                                     	semantic-pass-structural      	2026-08-04	pending  	-
9bd3c53b	UiElementComponentInstanceData                              	semantic-pass-structural      	2026-08-04	pending  	-
5bb26ea8	Vector3ConceptBase                                          	semantic-pass-structural      	2026-08-04	pending  	-
077a77af	Vector4ConceptBase                                          	semantic-pass-structural      	2026-08-04	pending  	-
fdf5991e	GameScreenViewController                                    	viewcontroller-family         	2026-08-04	pending  	-
856ba9bc	LoLModesRoundsViewController                                	viewcontroller-family         	2026-08-04	pending  	-
05e73536	LoadoutViewControllerV2                                     	viewcontroller-family         	2026-08-04	pending  	-
112d0bd4	MinimapViewControllerBase                                   	viewcontroller-family         	2026-08-04	pending  	-
f302e0a5	ModesSpectateViewController                                 	viewcontroller-family         	2026-08-04	pending  	-
ee970124	MonarchDayNightViewController                               	viewcontroller-family         	2026-08-04	pending  	-
00f3e59f	MonarchSpectateViewController                               	viewcontroller-family         	2026-08-04	pending  	-
5d0f7d97	TFTItemTrackerViewController                                	viewcontroller-family         	2026-08-04	pending  	-
cc6491d4	TFTTeamEditorViewController                                 	viewcontroller-family         	2026-08-04	pending  	-
