hash    	name                                                        	batch                         	cracked   	status   	pr
1b41c046	FalloffPower                                                	pre-ledger-backlog            	2026-07-20	pending  	-
caa773b3	FalloffRadius                                               	pre-ledger-backlog            	2026-07-20	pending  	-
101918e3	FalloffTexturePath                                          	pre-ledger-backlog            	2026-07-20	pending  	-
27ee9af9	FavoriteButton                                              	pre-ledger-backlog            	2026-07-20	pending  	-
155cac23	FeatsEvents                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
6faf0b56	FeatsTracker                                                	pre-ledger-backlog            	2026-07-20	pending  	-
99a12b95	FeatureType                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
630b9e09	FightDuration                                               	pre-ledger-backlog            	2026-07-20	pending  	-
a9a04dd9	FillIcon                                                    	pre-ledger-backlog            	2026-07-20	pending  	-
2c24fe60	FillPriority                                                	pre-ledger-backlog            	2026-07-20	pending  	-
11292cca	FillVolume                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
815aaee7	FilterButton                                                	pre-ledger-backlog            	2026-07-20	pending  	-
f2c9b3be	FilterGroup                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
d4e4979c	FilterNameTraKey                                            	pre-ledger-backlog            	2026-07-20	pending  	-
e3fdb170	FlowId                                                      	pre-ledger-backlog            	2026-07-20	pending  	-
f1a61846	FormIcon                                                    	pre-ledger-backlog            	2026-07-20	pending  	-
146fb80f	FrameButtons                                                	pre-ledger-backlog            	2026-07-20	pending  	-
20607eb7	FromAnyone                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
8c54e274	FunctionInputs                                              	pre-ledger-backlog            	2026-07-20	pending  	-
de888209	FunctionOutputs                                             	pre-ledger-backlog            	2026-07-20	pending  	-
520cfbb9	GameModeAssets                                              	pre-ledger-backlog            	2026-07-20	pending  	-
bfe15a6a	GameModeTemplate                                            	pre-ledger-backlog            	2026-07-20	pending  	-
b4873916	GameTime                                                    	pre-ledger-backlog            	2026-07-20	pending  	-
19752079	GeometryType                                                	pre-ledger-backlog            	2026-07-20	pending  	-
b9b4d8d7	GoldAmount                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
db0e9d5b	GoldMax                                                     	pre-ledger-backlog            	2026-07-20	pending  	-
b5a4f01e	GoldThreshold                                               	pre-ledger-backlog            	2026-07-20	pending  	-
234f4a0c	GoldToNextLevelTra                                          	pre-ledger-backlog            	2026-07-20	pending  	-
726ae049	GoldUpgrade                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
3aaf5ccb	GridX                                                       	pre-ledger-backlog            	2026-07-20	pending  	-
39af5b38	GridY                                                       	pre-ledger-backlog            	2026-07-20	pending  	-
1ad36bf4	GroupElement                                                	pre-ledger-backlog            	2026-07-20	pending  	-
fc51c324	GroupHelper                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
03e58e16	GroupTemplate                                               	pre-ledger-backlog            	2026-07-20	pending  	-
ed0c3757	H                                                           	pre-ledger-backlog            	2026-07-20	pending  	-
c2aa4bfd	HeaderImage                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
91cef9f4	HealthBarBackground                                         	pre-ledger-backlog            	2026-07-20	pending  	-
bae18fd9	HealthBars                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
32006fba	HeightFog                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
b0d4508d	HeightFogColor                                              	pre-ledger-backlog            	2026-07-20	pending  	-
2188a687	HeightFogEnd                                                	pre-ledger-backlog            	2026-07-20	pending  	-
8e731442	HeightFogStart                                              	pre-ledger-backlog            	2026-07-20	pending  	-
9e6ab7fa	Helpers                                                     	pre-ledger-backlog            	2026-07-20	pending  	-
949cfb4a	HighlightedTrait                                            	pre-ledger-backlog            	2026-07-20	pending  	-
eb6c72dd	HitTexture                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
00fbeff0	HoldType                                                    	pre-ledger-backlog            	2026-07-20	pending  	-
ba92cb0e	HoverFrame                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
49246df0	HubTexturePath                                              	pre-ledger-backlog            	2026-07-20	pending  	-
633137b6	HubTimerText                                                	pre-ledger-backlog            	2026-07-20	pending  	-
cd27a573	HudIcon                                                     	pre-ledger-backlog            	2026-07-20	pending  	-
46905b86	HudScene                                                    	pre-ledger-backlog            	2026-07-20	pending  	-
bbd667ce	HudVfx                                                      	pre-ledger-backlog            	2026-07-20	pending  	-
54d18cd8	IconData                                                    	pre-ledger-backlog            	2026-07-20	pending  	-
33c6fd60	IconHelper                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
af0087eb	IconLibrary                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
625013d9	IconProperty                                                	pre-ledger-backlog            	2026-07-20	pending  	-
8275f0d1	IconTypes                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
c301cf93	Idle                                                        	pre-ledger-backlog            	2026-07-20	pending  	-
f1a8065e	IdleBuff                                                    	pre-ledger-backlog            	2026-07-20	pending  	-
059e86a1	IdleUi                                                      	pre-ledger-backlog            	2026-07-20	pending  	-
6ff00c07	IgnoreSnapCameraOnRespawn                                   	pre-ledger-backlog            	2026-07-20	pending  	-
d1d746ab	Images                                                      	pre-ledger-backlog            	2026-07-20	pending  	-
4191b710	ImportButton                                                	pre-ledger-backlog            	2026-07-20	pending  	-
a59d8bc6	InactiveBorder                                              	pre-ledger-backlog            	2026-07-20	pending  	-
64f7e0ef	InactiveColor                                               	pre-ledger-backlog            	2026-07-20	pending  	-
bc6e5ae5	InactiveFrame                                               	pre-ledger-backlog            	2026-07-20	pending  	-
2cf4d973	InactiveTooltip                                             	pre-ledger-backlog            	2026-07-20	pending  	-
895ffcd9	InactiveTra                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
cfdb2d7c	Includes                                                    	pre-ledger-backlog            	2026-07-20	pending  	-
0ba6f538	IncompleteColor                                             	pre-ledger-backlog            	2026-07-20	pending  	-
3812e73e	Increment                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
1d2e3b42	InitialColor                                                	pre-ledger-backlog            	2026-07-20	pending  	-
193b8a8a	InitialFrameRate                                            	pre-ledger-backlog            	2026-07-20	pending  	-
16037af4	InitialState                                                	pre-ledger-backlog            	2026-07-20	pending  	-
1d6b0e07	InitialUvOffset                                             	pre-ledger-backlog            	2026-07-20	pending  	-
0fd2cf85	InnateGrouping                                              	pre-ledger-backlog            	2026-07-20	pending  	-
e4ecb00c	InputCondition                                              	pre-ledger-backlog            	2026-07-20	pending  	-
f248d989	InputEvent                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
0214e671	InputParams                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
ee26c73f	InstanceVariables                                           	pre-ledger-backlog            	2026-07-20	pending  	-
c14a25ae	InteractDef                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
87c66597	InteractPriority                                            	pre-ledger-backlog            	2026-07-20	pending  	-
fc67d839	IntroAnimation                                              	pre-ledger-backlog            	2026-07-20	pending  	-
c2079a3f	IntroLoop                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
ea4aa27c	IntroSequence                                               	pre-ledger-backlog            	2026-07-20	pending  	-
f554980c	InventorySlotLinks                                          	pre-ledger-backlog            	2026-07-20	pending  	-
8a0ba5dd	InventoryTemplate                                           	pre-ledger-backlog            	2026-07-20	pending  	-
fd36c650	InvertResult                                                	pre-ledger-backlog            	2026-07-20	pending  	-
8a07caf5	InvulnerableGroup                                           	pre-ledger-backlog            	2026-07-20	pending  	-
863f1f6f	InvulnerableIcon                                            	pre-ledger-backlog            	2026-07-20	pending  	-
7a9d64ea	IsAutoAttackOverride                                        	pre-ledger-backlog            	2026-07-20	pending  	-
808fcd61	IsButton                                                    	pre-ledger-backlog            	2026-07-20	pending  	-
68309c0b	IsExclusive                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
66d660db	IsOverflow                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
fcea40c4	IsOwner                                                     	pre-ledger-backlog            	2026-07-20	pending  	-
086f3c70	IsReplicated                                                	pre-ledger-backlog            	2026-07-20	pending  	-
dfefe716	IsUnique                                                    	pre-ledger-backlog            	2026-07-20	pending  	-
a1456915	ItemCount                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
cc0e6fee	ItemCountText                                               	pre-ledger-backlog            	2026-07-20	pending  	-
a88e4d4d	ItemDef                                                     	pre-ledger-backlog            	2026-07-20	pending  	-
c27d6478	ItemDescription                                             	pre-ledger-backlog            	2026-07-20	pending  	-
c14326e0	ItemFilter                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
4f958685	ItemIdAlias                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
e917e5c0	ItemLayout                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
01a2dc28	ItemOutline                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
43703702	ItemRegion                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
a4b002d7	ItemsList                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
f1e19578	KeyDest                                                     	pre-ledger-backlog            	2026-07-20	pending  	-
d8b966a9	KeysList                                                    	pre-ledger-backlog            	2026-07-20	pending  	-
d7150c53	KeysTemplate                                                	pre-ledger-backlog            	2026-07-20	pending  	-
42fb312d	KeystoneSpell                                               	pre-ledger-backlog            	2026-07-20	pending  	-
f1cea006	KillOffset                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
6611a3fc	KillThreshold                                               	pre-ledger-backlog            	2026-07-20	pending  	-
e90c310b	L                                                           	pre-ledger-backlog            	2026-07-20	pending  	-
fe87f21e	LastHitData                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
cebfa3e8	LeaderboardButton                                           	pre-ledger-backlog            	2026-07-20	pending  	-
15b50d34	LeaderboardHighlight                                        	pre-ledger-backlog            	2026-07-20	pending  	-
a07db915	LeftSource                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
0d39efe5	LevelBackground                                             	pre-ledger-backlog            	2026-07-20	pending  	-
cfce3637	LevelCard                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
78c0fc71	LevelDescription                                            	pre-ledger-backlog            	2026-07-20	pending  	-
6ea8c65e	LevelSplash                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
55172611	LevelTitle                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
db6ea1a7	LinkedPath                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
9fb37b48	ListKey                                                     	pre-ledger-backlog            	2026-07-20	pending  	-
07f017af	Live                                                        	pre-ledger-backlog            	2026-07-20	pending  	-
c995099d	LoadableModifiers                                           	pre-ledger-backlog            	2026-07-20	pending  	-
753697fe	LoadingGroup                                                	pre-ledger-backlog            	2026-07-20	pending  	-
16a02153	LocationIcon                                                	pre-ledger-backlog            	2026-07-20	pending  	-
c2463f9f	LocationTags                                                	pre-ledger-backlog            	2026-07-20	pending  	-
2ab3b60a	LockCameraEnabled                                           	pre-ledger-backlog            	2026-07-20	pending  	-
30ca5185	LockedBorder                                                	pre-ledger-backlog            	2026-07-20	pending  	-
e2622bf2	LockedColor                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
3df969ff	LockedSlot                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
27688fd4	LockedText                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
3cebd87c	LockedTra                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
6bfb316f	LogicalName                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
9fd03293	LogoutButton                                                	pre-ledger-backlog            	2026-07-20	pending  	-
82bb207a	LowerBound                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
47343861	MagicResistance                                             	pre-ledger-backlog            	2026-07-20	pending  	-
5a3d5de0	ManaRegenPercent                                            	pre-ledger-backlog            	2026-07-20	pending  	-
16d6bc74	MapCue                                                      	pre-ledger-backlog            	2026-07-20	pending  	-
26045d85	Mapping                                                     	pre-ledger-backlog            	2026-07-20	pending  	-
10abaf49	MaterialBin                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
e81d2ece	MaterialMapping                                             	pre-ledger-backlog            	2026-07-20	pending  	-
2a96dc56	MaxGameEvents                                               	pre-ledger-backlog            	2026-07-20	pending  	-
c40b91eb	MaxPages                                                    	pre-ledger-backlog            	2026-07-20	pending  	-
df4673e5	MaxScaleChange                                              	pre-ledger-backlog            	2026-07-20	pending  	-
4057334e	MaxToken                                                    	pre-ledger-backlog            	2026-07-20	pending  	-
38823ae2	MenuButton                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
8fba2ead	MenuGroup                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
7789c8db	MeshPath                                                    	pre-ledger-backlog            	2026-07-20	pending  	-
ed713805	MessageTra                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
22bfe860	MeterBars                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
cbe462b2	MeterData                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
055a6d9a	MeterElement                                                	pre-ledger-backlog            	2026-07-20	pending  	-
0364bf7c	MeterLayout                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
af3fe1c9	MiddleElements                                              	pre-ledger-backlog            	2026-07-20	pending  	-
588f9aa5	MiddleFrame                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
1de82be3	MilestoneAsset                                              	pre-ledger-backlog            	2026-07-20	pending  	-
c5ea66ab	MinimapColor                                                	pre-ledger-backlog            	2026-07-20	pending  	-
1405b98c	MinimumRange                                                	pre-ledger-backlog            	2026-07-20	pending  	-
adbcc5ee	Minutes                                                     	pre-ledger-backlog            	2026-07-20	pending  	-
60be11d7	MiscScene                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
30f0104e	MissileForce                                                	pre-ledger-backlog            	2026-07-20	pending  	-
8ff60339	Mission                                                     	pre-ledger-backlog            	2026-07-20	pending  	-
c495a1c4	MissionDesc                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
996d7b9e	MissionImage                                                	pre-ledger-backlog            	2026-07-20	pending  	-
6e35697b	MissionStatus                                               	pre-ledger-backlog            	2026-07-20	pending  	-
c27efcdf	MissionTemplate                                             	pre-ledger-backlog            	2026-07-20	pending  	-
ab6fd275	MobileVfx                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
b9562e5b	ModeOverrides                                               	pre-ledger-backlog            	2026-07-20	pending  	-
73fedbe4	ModifierButton                                              	pre-ledger-backlog            	2026-07-20	pending  	-
f23cfa0e	ModifierHolder                                              	pre-ledger-backlog            	2026-07-20	pending  	-
c8809611	ModifierIcon                                                	pre-ledger-backlog            	2026-07-20	pending  	-
e105c631	ModifierLists                                               	pre-ledger-backlog            	2026-07-20	pending  	-
eff321b9	ModifierModal                                               	pre-ledger-backlog            	2026-07-20	pending  	-
7ba31fb9	ModifierSelected                                            	pre-ledger-backlog            	2026-07-20	pending  	-
3ce24d67	ModifierSpine                                               	pre-ledger-backlog            	2026-07-20	pending  	-
a19cac58	ModifierType                                                	pre-ledger-backlog            	2026-07-20	pending  	-
f0ec999e	ModuleName                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
0da9cf64	MusicSwitches                                               	pre-ledger-backlog            	2026-07-20	pending  	-
25883c4e	Mutators                                                    	pre-ledger-backlog            	2026-07-20	pending  	-
30b1d74a	NamePriority                                                	pre-ledger-backlog            	2026-07-20	pending  	-
6c83351f	NeedsPip                                                    	pre-ledger-backlog            	2026-07-20	pending  	-
df76b69e	NewValue                                                    	pre-ledger-backlog            	2026-07-20	pending  	-
c870eb8b	NextGroup                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
20c34879	NextIcon                                                    	pre-ledger-backlog            	2026-07-20	pending  	-
915005ed	NextState                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
74478ecd	NexusSelector                                               	pre-ledger-backlog            	2026-07-20	pending  	-
e6de9f61	Night                                                       	pre-ledger-backlog            	2026-07-20	pending  	-
b1c14e0d	Node                                                        	pre-ledger-backlog            	2026-07-20	pending  	-
186c3198	NodeId                                                      	pre-ledger-backlog            	2026-07-20	pending  	-
514e905a	Nodes                                                       	pre-ledger-backlog            	2026-07-20	pending  	-
70bb674e	NotificationVfx                                             	pre-ledger-backlog            	2026-07-20	pending  	-
342dcc43	NumPlayers                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
b4222185	ObjectiveVfxs                                               	pre-ledger-backlog            	2026-07-20	pending  	-
a8c6206b	Objects                                                     	pre-ledger-backlog            	2026-07-20	pending  	-
31c83d22	OffsetDown                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
d488a847	OffsetLeft                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
06b84d78	OffsetRight                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
6cc62ae7	OffsetUp                                                    	pre-ledger-backlog            	2026-07-20	pending  	-
fbd4eefd	Operator                                                    	pre-ledger-backlog            	2026-07-20	pending  	-
dbde2288	OptionalConfigs                                             	pre-ledger-backlog            	2026-07-20	pending  	-
e10174d4	OptionalIcon                                                	pre-ledger-backlog            	2026-07-20	pending  	-
236c71e4	OptionalInputs                                              	pre-ledger-backlog            	2026-07-20	pending  	-
b6639fce	OrderSequence                                               	pre-ledger-backlog            	2026-07-20	pending  	-
d97f9a4f	Origin                                                      	pre-ledger-backlog            	2026-07-20	pending  	-
3c4bd9e8	OriginLocation                                              	pre-ledger-backlog            	2026-07-20	pending  	-
421aee08	OutEntity                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
d1f18af8	OutlineIcon                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
63f7be6b	OutputColor                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
8f9dcb62	OutputParams                                                	pre-ledger-backlog            	2026-07-20	pending  	-
427157c1	OutputSelector                                              	pre-ledger-backlog            	2026-07-20	pending  	-
1b31b682	OutputStrings                                               	pre-ledger-backlog            	2026-07-20	pending  	-
f8881209	OutputW                                                     	pre-ledger-backlog            	2026-07-20	pending  	-
44d41437	OutputXyz                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
8d0e3f5e	OverrideFrame                                               	pre-ledger-backlog            	2026-07-20	pending  	-
f715926c	OverrideResult                                              	pre-ledger-backlog            	2026-07-20	pending  	-
f5674cd4	Owner                                                       	pre-ledger-backlog            	2026-07-20	pending  	-
f3158aa5	PageText                                                    	pre-ledger-backlog            	2026-07-20	pending  	-
dd2b5b5d	PaginationButton                                            	pre-ledger-backlog            	2026-07-20	pending  	-
07f9f769	ParameterOverrides                                          	pre-ledger-backlog            	2026-07-20	pending  	-
b10e2d1e	ParticleSystem                                              	pre-ledger-backlog            	2026-07-20	pending  	-
faa24f5d	PartnerSlot                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
55c5da6b	PassiveBuff                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
02a877d7	PathRef                                                     	pre-ledger-backlog            	2026-07-20	pending  	-
6a5247d6	Pbe                                                         	pre-ledger-backlog            	2026-07-20	pending  	-
343ce138	PcVfx                                                       	pre-ledger-backlog            	2026-07-20	pending  	-
1a627229	PenaltyGroup                                                	pre-ledger-backlog            	2026-07-20	pending  	-
97537db5	Percentage                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
76599c8b	PhysicalDamageEnhanced                                      	pre-ledger-backlog            	2026-07-20	pending  	-
73276a01	PhysicsComponent                                            	pre-ledger-backlog            	2026-07-20	pending  	-
165df089	Ping                                                        	pre-ledger-backlog            	2026-07-20	pending  	-
8ddcecfb	PingSpatialAudio                                            	pre-ledger-backlog            	2026-07-20	pending  	-
244362ff	PipDefinition                                               	pre-ledger-backlog            	2026-07-20	pending  	-
7cae3080	PipLayout                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
e0bf6ea7	PipSequence                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
8bbc0365	Pixelate                                                    	pre-ledger-backlog            	2026-07-20	pending  	-
ab2e032a	PlaneConstraint                                             	pre-ledger-backlog            	2026-07-20	pending  	-
75d39a3b	PlayAnimation                                               	pre-ledger-backlog            	2026-07-20	pending  	-
797fd50b	PlayButton                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
9c422946	PlayerLayout                                                	pre-ledger-backlog            	2026-07-20	pending  	-
8a7ef9d0	PlayerNames                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
cb3a3644	PlayerRow                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
a126b13b	PointLight                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
f9446799	PointMilestone                                              	pre-ledger-backlog            	2026-07-20	pending  	-
50af955e	PointMilestones                                             	pre-ledger-backlog            	2026-07-20	pending  	-
418ed755	PointsText                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
91dd7983	Pool                                                        	pre-ledger-backlog            	2026-07-20	pending  	-
ec843b0e	PortraitTexturePath                                         	pre-ledger-backlog            	2026-07-20	pending  	-
b2f876c7	PositionProvider                                            	pre-ledger-backlog            	2026-07-20	pending  	-
5ed8887b	Positions                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
83f71517	Precision                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
de7d679e	PremiumTag                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
97b20086	PressedFrame                                                	pre-ledger-backlog            	2026-07-20	pending  	-
caebb3c7	PreviewButton                                               	pre-ledger-backlog            	2026-07-20	pending  	-
cf48be81	PrimarySpacer                                               	pre-ledger-backlog            	2026-07-20	pending  	-
abe35607	PrioritizedStages                                           	pre-ledger-backlog            	2026-07-20	pending  	-
733c40f0	PriorityUnits                                               	pre-ledger-backlog            	2026-07-20	pending  	-
7de2adb1	Probe                                                       	pre-ledger-backlog            	2026-07-20	pending  	-
f1e32aa7	ProbeIndex                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
edd78866	Probes                                                      	pre-ledger-backlog            	2026-07-20	pending  	-
4fbee88d	Products                                                    	pre-ledger-backlog            	2026-07-20	pending  	-
e94a6ba8	Progression                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
56de9f99	ProjectableInvalid                                          	pre-ledger-backlog            	2026-07-20	pending  	-
1dccddbf	Projected                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
dfe6493b	Prompt                                                      	pre-ledger-backlog            	2026-07-20	pending  	-
8f80bc0f	PropertyDef                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
edee3d35	PropertyId                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
0400cac9	PurchaseKey                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
b9903ec9	PveComp                                                     	pre-ledger-backlog            	2026-07-20	pending  	-
049d68aa	PveData                                                     	pre-ledger-backlog            	2026-07-20	pending  	-
2d85c640	PveScoreboard                                               	pre-ledger-backlog            	2026-07-20	pending  	-
f8ce75e3	Query                                                       	pre-ledger-backlog            	2026-07-20	pending  	-
f02bce06	QueryButtonId                                               	pre-ledger-backlog            	2026-07-20	pending  	-
4998b307	QuestStatus                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
86749f57	QueueMaxSize                                                	pre-ledger-backlog            	2026-07-20	pending  	-
f70c4715	R                                                           	pre-ledger-backlog            	2026-07-20	pending  	-
1068640f	RadialTimer                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
e04f1ab5	RandomVariance                                              	pre-ledger-backlog            	2026-07-20	pending  	-
ac9b9e27	Rank                                                        	pre-ledger-backlog            	2026-07-20	pending  	-
08d18026	RankIcon                                                    	pre-ledger-backlog            	2026-07-20	pending  	-
0cfa3e3c	Ranks                                                       	pre-ledger-backlog            	2026-07-20	pending  	-
d02a6781	RarityGem                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
a2cb8e03	RarityOverrides                                             	pre-ledger-backlog            	2026-07-20	pending  	-
e04df972	RarityTag                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
1bbefc93	RarityTags                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
edc675ea	RarityType                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
cb1bebae	RecipeDef                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
1a35cd0d	RecipeTemplate                                              	pre-ledger-backlog            	2026-07-20	pending  	-
5a81f39a	Reference                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
bed02ff8	RegionTags                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
20079c4c	RemoveAll                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
3b5dbe09	RemoveButton                                                	pre-ledger-backlog            	2026-07-20	pending  	-
ebb5881f	RenderOrder                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
8bfaa580	RenderPass                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
62c9f9c0	RenderPhase                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
f3c442af	RequiredCount                                               	pre-ledger-backlog            	2026-07-20	pending  	-
31af55e6	RequiredLevel                                               	pre-ledger-backlog            	2026-07-20	pending  	-
fc922909	RequiredTags                                                	pre-ledger-backlog            	2026-07-20	pending  	-
f60220b1	RequiredValue                                               	pre-ledger-backlog            	2026-07-20	pending  	-
01987941	Requirements                                                	pre-ledger-backlog            	2026-07-20	pending  	-
29df7ff5	Resource                                                    	pre-ledger-backlog            	2026-07-20	pending  	-
6ebb734e	ResourceBin                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
5c06309c	ResourceKey                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
11cb651b	ResourceReferences                                          	pre-ledger-backlog            	2026-07-20	pending  	-
8b075f3e	RespawnDelay                                                	pre-ledger-backlog            	2026-07-20	pending  	-
ca411bdb	RespawnDuration                                             	pre-ledger-backlog            	2026-07-20	pending  	-
e343a0c6	RespawnSequence                                             	pre-ledger-backlog            	2026-07-20	pending  	-
71e60c24	RestrictedType                                              	pre-ledger-backlog            	2026-07-20	pending  	-
5b26202d	Restriction                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
3d7745f6	RestrictionText                                             	pre-ledger-backlog            	2026-07-20	pending  	-
c3b13882	RewardButton                                                	pre-ledger-backlog            	2026-07-20	pending  	-
9dcff647	RewardClaimed                                               	pre-ledger-backlog            	2026-07-20	pending  	-
56c607bc	RewardDescription                                           	pre-ledger-backlog            	2026-07-20	pending  	-
c1c6ede2	RewardGrid                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
3123eb4c	RewardIcons                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
0ecd9162	RewardMask                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
54e57fb9	RewardNameTraKey                                            	pre-ledger-backlog            	2026-07-20	pending  	-
7f7e87bc	RewardTemplate                                              	pre-ledger-backlog            	2026-07-20	pending  	-
c6f4b3f8	RightSource                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
16ff3d1e	Roll                                                        	pre-ledger-backlog            	2026-07-20	pending  	-
9a7587b2	RollTable                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
ca62500c	RootGroup                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
f22f9104	RosterTitle                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
60cce187	SceneDuration                                               	pre-ledger-backlog            	2026-07-20	pending  	-
5d192820	Scenes                                                      	pre-ledger-backlog            	2026-07-20	pending  	-
31a43617	ScoreBreakpoints                                            	pre-ledger-backlog            	2026-07-20	pending  	-
01741a1c	ScoreGroup                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
b0b412d0	ScoreHeader                                                 	pre-ledger-backlog            	2026-07-20	pending  	-
abbacbb6	ScoreName                                                   	pre-ledger-backlog            	2026-07-20	pending  	-
6b4d6c6b	ScoreUi                                                     	pre-ledger-backlog            	2026-07-20	pending  	-
3f14593a	ScoreValue                                                  	pre-ledger-backlog            	2026-07-20	pending  	-
